,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
4941,781320783,Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41,3,2,3,4586.0,0,4586.0,0.812,2529,43,0.433,0.0
4946,714100008,Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667.0,2517,3150.0,0.684,2176,38,0.267,0.444
4948,708223383,Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39,6,3,4,11410.0,979,10431.0,1.049,2736,38,0.462,0.086
4949,708705783,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584.0,1214,370.0,0.887,2628,41,0.64,0.766
4951,709017258,Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114.0,0,2114.0,0.875,2872,45,0.5,0.0
4952,709161108,Attrited Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,33,3,2,4,2540.0,0,2540.0,0.212,1531,31,0.107,0.0
4956,714089658,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238.0,0,2238.0,0.452,2063,42,0.5,0.0
4957,718863258,Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881.0,2517,1364.0,0.815,2463,38,0.407,0.649
4965,713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032.0,0,3032.0,0.429,2273,44,0.517,0.0
4966,714915633,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,36,4,3,6,15699.0,0,15699.0,0.569,1793,40,0.6,0.0
4975,712292133,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330.0,2294,36.0,0.456,2107,40,0.333,0.985
4979,712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24,4,2,3,1438.3,0,1438.3,0.738,2306,46,0.484,0.0
4982,794273283,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,25670.0,0,25670.0,0.952,2709,51,0.645,0.0
4983,788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841.0,0,3841.0,0.794,2832,48,0.846,0.0
4988,789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516.0,399,34117.0,0.726,2118,41,0.519,0.012
4992,711918033,Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,17,3,1,3,1468.0,1074,394.0,0.697,2050,32,0.524,0.732
4996,714084483,Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,36,4,2,3,3855.0,211,3644.0,0.485,1724,34,0.308,0.055
4997,719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983.0,0,2983.0,0.865,2509,46,0.586,0.0
4999,714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871.0,0,4871.0,0.89,2773,34,0.789,0.0
5002,717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304.0,0,3304.0,0.532,1731,32,0.28,0.0
5003,771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516.0,2517,31999.0,0.7,2376,55,0.486,0.073
5009,804829533,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,54,3,6,6,24621.0,471,24150.0,0.85,2864,51,0.759,0.019
5016,795599883,Attrited Customer,57,F,2,Uneducated,Married,Unknown,Blue,51,3,6,2,2404.0,284,2120.0,0.866,2511,51,0.5,0.118
5018,711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734.0,2517,2217.0,0.483,2275,55,0.897,0.532
5019,713041683,Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697.0,0,4697.0,0.544,1867,34,0.478,0.0
5025,709663608,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0,1536.0,0.571,1973,36,0.333,0.0
5034,812411058,Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094.0,0,2094.0,0.897,2690,46,0.484,0.0
5036,778397358,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,22,6,2,4,5096.0,0,5096.0,0.808,2574,43,0.483,0.0
5042,715609533,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35,1,3,3,5398.0,0,5398.0,0.621,1887,36,0.333,0.0
5043,712160058,Attrited Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,51,5,5,4,1438.3,0,1438.3,0.656,2146,44,0.63,0.0
5044,779130108,Attrited Customer,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,0.835,2527,49,0.69,0.0
5055,716922633,Attrited Customer,38,M,2,Uneducated,Single,$120K +,Blue,30,6,3,4,4043.0,2517,1526.0,0.602,2600,47,0.621,0.623
5057,710211783,Attrited Customer,38,F,4,Unknown,Married,Less than $40K,Blue,26,3,2,2,1438.3,0,1438.3,0.777,2264,39,0.625,0.0
5064,780496833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,43,3,2,2,2846.0,0,2846.0,0.747,2122,44,0.419,0.0
5066,789081408,Attrited Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,32,6,3,4,1438.3,170,1268.3,0.889,2527,45,0.406,0.118
5067,720634683,Attrited Customer,48,F,2,College,Married,Unknown,Blue,37,5,2,4,2220.0,0,2220.0,0.737,2456,45,0.452,0.0
5078,710289783,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,25,5,2,4,2086.0,2007,79.0,1.051,2537,48,0.6,0.962
5084,823615983,Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,50,2,1,3,3682.0,2517,1165.0,0.379,1642,35,0.25,0.684
5085,807587433,Attrited Customer,56,F,2,Doctorate,Married,Less than $40K,Blue,51,4,6,5,1438.3,0,1438.3,0.699,2229,40,0.6,0.0
5086,709987683,Attrited Customer,46,F,4,Graduate,Married,Unknown,Blue,36,4,3,4,2286.0,0,2286.0,1.057,2798,40,0.481,0.0
5091,713370033,Attrited Customer,53,F,0,Graduate,Single,Less than $40K,Blue,40,4,1,4,1438.3,0,1438.3,0.503,2014,53,0.472,0.0
5102,713949858,Attrited Customer,39,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,886,552.3,0.24,1674,42,0.312,0.616
5105,719751483,Attrited Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,4,3,1,1438.3,576,862.3,0.849,2567,48,0.6,0.4
5107,779681433,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,4,14899.0,0,14899.0,0.381,1519,26,0.368,0.0
5115,780038058,Attrited Customer,38,F,0,High School,Single,Less than $40K,Blue,22,3,2,5,1556.0,0,1556.0,0.69,2283,46,0.586,0.0
5116,709536483,Attrited Customer,57,M,3,Graduate,Married,$60K - $80K,Blue,49,5,0,3,8701.0,215,8486.0,0.527,1999,41,0.414,0.025
5117,712563408,Attrited Customer,33,M,2,Uneducated,Single,$40K - $60K,Blue,18,1,1,6,5600.0,2517,3083.0,0.628,2296,46,0.586,0.449
5135,778601733,Attrited Customer,55,F,3,High School,Single,$40K - $60K,Blue,47,5,4,3,2687.0,1689,998.0,0.714,2370,34,0.789,0.629
5137,713696808,Attrited Customer,46,F,3,High School,Married,Less than $40K,Blue,39,3,3,0,1801.0,316,1485.0,0.494,2252,42,0.4,0.175
5138,720044658,Attrited Customer,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,46,6,2,4,4573.0,2076,2497.0,0.839,2720,46,0.484,0.454
5139,716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,40,4,3,2,2860.0,2517,343.0,0.38,1544,45,0.364,0.88
5142,716600733,Attrited Customer,47,F,4,Unknown,Married,Less than $40K,Blue,36,3,3,3,2033.0,228,1805.0,0.904,2572,43,0.72,0.112
5148,710411358,Attrited Customer,39,F,4,College,Married,$40K - $60K,Blue,28,4,2,4,7596.0,2199,5397.0,0.633,2164,45,0.5,0.289
5149,715660308,Attrited Customer,54,F,3,College,Married,Less than $40K,Blue,44,5,3,2,2921.0,2412,509.0,0.823,2612,33,0.375,0.826
5155,778959258,Attrited Customer,51,F,1,Unknown,Married,Less than $40K,Blue,32,5,3,3,1438.3,0,1438.3,0.905,2585,45,0.5,0.0
5160,714620358,Attrited Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,30,3,3,4,3328.0,2517,811.0,0.553,2196,47,0.621,0.756
5161,709145958,Attrited Customer,43,F,3,Unknown,Married,Less than $40K,Blue,36,2,2,2,2440.0,1002,1438.0,0.061,1533,42,0.105,0.411
5165,716668308,Attrited Customer,39,F,4,High School,Single,Unknown,Blue,36,3,2,4,12405.0,0,12405.0,0.949,3151,39,0.444,0.0
5168,789212883,Attrited Customer,30,F,1,Uneducated,Divorced,Less than $40K,Blue,19,6,1,2,1644.0,0,1644.0,0.82,2533,44,0.517,0.0
5175,712450008,Attrited Customer,50,F,2,Post-Graduate,Married,Unknown,Blue,36,5,2,4,4045.0,0,4045.0,0.66,2438,41,0.464,0.0
5177,713492583,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,29,5,2,2,5845.0,0,5845.0,0.504,2308,35,0.591,0.0
5182,714058308,Attrited Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36,5,3,4,2689.0,2384,305.0,0.365,1941,53,0.656,0.887
5185,713114133,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Blue,23,4,2,3,1443.0,0,1443.0,0.529,2092,38,0.31,0.0
5189,709495833,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,4,1438.3,0,1438.3,0.421,1944,36,0.5,0.0
5190,717575958,Attrited Customer,50,F,1,Post-Graduate,Married,$40K - $60K,Blue,41,6,3,3,1694.0,479,1215.0,0.838,2349,42,0.312,0.283
5191,714406158,Attrited Customer,53,F,3,High School,Divorced,Unknown,Blue,36,4,3,6,7939.0,0,7939.0,0.551,2269,42,0.312,0.0
5212,708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245.0,0,3245.0,0.553,1977,29,0.261,0.0
5215,711468708,Attrited Customer,38,F,4,High School,Single,$40K - $60K,Blue,31,4,3,2,1438.3,0,1438.3,0.406,1986,52,0.486,0.0
5216,821724483,Attrited Customer,48,M,4,Unknown,Single,$40K - $60K,Blue,43,2,3,2,11272.0,1744,9528.0,0.347,1455,34,0.214,0.155
5225,779841483,Attrited Customer,55,F,1,Doctorate,Married,Unknown,Blue,39,1,3,3,12972.0,1424,11548.0,0.525,2238,36,0.2,0.11
5231,710138883,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,8109.0,0,8109.0,0.601,1835,43,0.344,0.0
5236,709112508,Attrited Customer,42,F,3,College,Single,Less than $40K,Blue,36,3,3,4,3802.0,1300,2502.0,0.627,2165,36,0.385,0.342
5239,718160358,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Blue,39,5,3,2,1438.3,0,1438.3,0.885,2492,35,0.296,0.0
5240,719325783,Attrited Customer,65,M,2,Unknown,Single,Less than $40K,Blue,36,4,2,3,2954.0,2517,437.0,0.619,1909,28,0.474,0.852
5247,713980383,Attrited Customer,49,F,3,Graduate,Single,Unknown,Blue,38,1,2,4,11025.0,0,11025.0,0.501,1902,28,0.273,0.0
5251,826077033,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,42,1,0,4,2002.0,0,2002.0,0.803,2423,39,0.857,0.0
5253,715194183,Attrited Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,4,2575.0,411,2164.0,0.833,2423,43,0.593,0.16
5263,713826183,Attrited Customer,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639.0,0,1639.0,0.481,2242,44,0.571,0.0
5265,780292683,Attrited Customer,55,M,1,Uneducated,Single,$120K +,Blue,41,3,4,4,24542.0,2354,22188.0,0.314,984,24,0.263,0.096
5267,711116133,Attrited Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,2,4,1838.0,0,1838.0,0.743,2461,47,1.136,0.0
5268,708584208,Attrited Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111.0,2517,594.0,0.646,2367,41,0.519,0.809
5272,713096583,Attrited Customer,40,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,1438.3,544,894.3,0.543,2294,40,0.739,0.378
5274,756025233,Attrited Customer,43,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,2,2422.0,1014,1408.0,0.688,2437,44,0.467,0.419
5275,711977508,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,43,1,2,4,1440.0,1211,229.0,0.465,2141,40,0.481,0.841
5278,712369308,Attrited Customer,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646.0,1047,2599.0,0.633,1969,38,0.52,0.287
5283,712721358,Attrited Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,3,2,4073.0,2517,1556.0,0.575,2059,43,0.433,0.618
5287,717336408,Attrited Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,45,5,3,1,1952.0,1411,541.0,0.642,2452,44,0.63,0.723
5300,708731658,Attrited Customer,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438.3,0,1438.3,0.387,1587,42,0.448,0.0
5301,708706833,Attrited Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809.0,0,2809.0,0.854,2466,40,0.538,0.0
5312,715954158,Attrited Customer,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954.0,931,2023.0,0.575,2433,29,0.381,0.315
5313,715499058,Attrited Customer,36,F,2,High School,Married,$40K - $60K,Blue,36,4,3,2,1848.0,0,1848.0,0.906,2775,33,0.435,0.0
5323,709199358,Attrited Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,36,1,3,4,3316.0,0,3316.0,0.372,1684,19,0.188,0.0
5324,821889858,Attrited Customer,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970.0,1477,493.0,0.662,2493,44,0.571,0.75
5334,720296808,Attrited Customer,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173.0,1771,2402.0,0.711,2554,47,0.516,0.424
5341,709283358,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,29,6,2,3,2895.0,0,2895.0,0.663,2473,42,0.273,0.0
5343,789481233,Attrited Customer,39,M,2,High School,Married,$40K - $60K,Blue,30,5,3,3,2220.0,0,2220.0,0.872,2859,55,0.833,0.0
5350,710661333,Attrited Customer,55,F,2,Unknown,Single,Unknown,Blue,36,4,3,2,10241.0,1545,8696.0,0.581,2513,47,0.424,0.151
5352,710570058,Attrited Customer,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101.0,0,3101.0,0.66,2512,37,0.37,0.0
5359,771284658,Attrited Customer,47,F,1,Unknown,Married,Less than $40K,Blue,35,6,2,4,1850.0,896,954.0,0.724,2613,41,0.708,0.484
5363,802247658,Attrited Customer,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,4,5,4,2699.0,2422,277.0,0.773,2599,43,0.433,0.897
5371,713590158,Attrited Customer,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045.0,2080,2965.0,0.738,2042,40,0.481,0.412
5372,715547058,Attrited Customer,35,F,0,Graduate,Married,Less than $40K,Blue,36,4,3,4,2089.0,0,2089.0,0.871,2707,51,0.5,0.0
5380,720531633,Attrited Customer,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,3552.0,2517,1035.0,0.865,2665,36,0.333,0.709
5381,718508883,Attrited Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2325.0,238,2087.0,0.64,2306,47,0.621,0.102
5384,716107158,Attrited Customer,32,F,0,Graduate,Single,Less than $40K,Blue,20,5,1,5,3983.0,431,3552.0,0.887,3098,46,0.438,0.108
5388,720234708,Attrited Customer,45,M,2,High School,Single,$120K +,Blue,33,6,3,2,15490.0,0,15490.0,0.742,2429,50,0.471,0.0
5391,716136333,Attrited Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212.0,2517,1695.0,0.718,2725,41,0.519,0.598
5397,718296558,Attrited Customer,44,F,4,Unknown,Married,$40K - $60K,Blue,31,4,3,5,1691.0,1327,364.0,0.774,2345,33,0.435,0.785
5398,780086658,Attrited Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,2,4,18229.0,0,18229.0,0.544,2060,39,0.625,0.0
5413,715487733,Attrited Customer,44,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1452.0,0,1452.0,0.553,2287,42,0.5,0.0
5415,708154833,Attrited Customer,39,F,2,Graduate,Single,Less than $40K,Blue,27,1,3,3,1438.3,811,627.3,0.571,2336,46,0.278,0.564
5418,788941983,Attrited Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,22,1,3,1,2013.0,0,2013.0,0.602,2425,50,0.923,0.0
5421,714614133,Attrited Customer,53,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,3,2819.0,0,2819.0,0.4,2128,39,0.444,0.0
5437,775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769.0,901,19868.0,0.371,1835,43,0.72,0.043
5443,714487458,Attrited Customer,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920.0,0,2920.0,0.516,2306,39,0.625,0.0
5444,711390333,Attrited Customer,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526.0,489,6037.0,0.678,2331,45,0.452,0.075
5445,787974108,Attrited Customer,37,F,1,High School,Single,$40K - $60K,Blue,27,4,2,2,1793.0,792,1001.0,0.723,2374,40,0.429,0.442
5450,710729358,Attrited Customer,40,F,2,High School,Single,Unknown,Blue,30,6,3,4,6479.0,0,6479.0,0.946,2539,42,0.5,0.0
5458,717477783,Attrited Customer,49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195.0,2389,7806.0,0.427,1563,36,0.44,0.234
5460,789942033,Attrited Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,34,5,3,3,10573.0,0,10573.0,0.794,2237,43,0.387,0.0
5481,717949008,Attrited Customer,40,F,4,High School,Single,$40K - $60K,Blue,29,5,2,3,1554.0,412,1142.0,0.568,2341,43,0.483,0.265
5491,712734933,Attrited Customer,43,F,2,College,Married,Less than $40K,Blue,36,5,2,3,4020.0,0,4020.0,0.563,1952,39,0.345,0.0
5498,713163258,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388.0,0,3388.0,0.368,1959,52,0.857,0.0
5503,713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766.0,0,8766.0,0.702,2263,35,0.522,0.0
5507,713025558,Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38,3,2,3,1438.3,0,1438.3,0.367,1935,47,0.469,0.0
5513,809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842.0,625,1217.0,0.729,2650,43,0.483,0.339
5520,713685033,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,3,2,2,2417.0,0,2417.0,0.389,1848,38,0.407,0.0
5523,720941433,Attrited Customer,53,F,3,High School,Married,Less than $40K,Blue,41,3,3,2,1547.0,0,1547.0,0.845,2312,43,0.303,0.0
5527,787493808,Attrited Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,2700.0,2480,220.0,0.686,2396,49,0.531,0.919
5530,711151383,Attrited Customer,34,F,1,Post-Graduate,Single,Less than $40K,Blue,26,3,2,5,2066.0,347,1719.0,0.511,2157,37,0.321,0.168
5537,715297908,Attrited Customer,41,F,4,College,Unknown,Unknown,Blue,22,4,2,3,1438.3,1125,313.3,0.611,2534,52,0.486,0.782
5540,718812708,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,44,5,3,4,34516.0,219,34297.0,0.482,1882,48,0.714,0.006
5541,709505808,Attrited Customer,45,F,3,College,Single,Unknown,Blue,33,5,3,4,4345.0,2198,2147.0,0.465,1918,31,0.292,0.506
5542,711267633,Attrited Customer,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,4,4,4248.0,316,3932.0,0.661,2271,36,0.333,0.074
5547,720963258,Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,40,3,2,3,3474.0,0,3474.0,0.735,2675,37,0.48,0.0
5549,714634983,Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36,3,3,3,3517.0,0,3517.0,0.634,2403,48,0.548,0.0
5553,709005633,Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,51,3,2,4,18734.0,0,18734.0,0.674,2112,52,0.857,0.0
5559,709460883,Attrited Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,28,5,2,4,1614.0,0,1614.0,0.609,2437,46,0.438,0.0
5562,787665258,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37,1,2,2,1438.3,0,1438.3,0.749,2393,36,0.636,0.0
5566,816850458,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,2,4,1698.0,0,1698.0,0.823,2448,40,0.379,0.0
5571,793712658,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,4,2,3,15011.0,2517,12494.0,0.713,1821,36,0.385,0.168
5588,720085233,Attrited Customer,51,F,2,Doctorate,Divorced,Unknown,Blue,40,6,3,4,8930.0,2517,6413.0,0.661,2167,38,0.357,0.282
5592,827898033,Attrited Customer,54,F,1,Uneducated,Married,Unknown,Blue,50,4,0,3,2912.0,0,2912.0,0.621,2465,54,1.077,0.0
5599,713952558,Attrited Customer,53,F,3,Doctorate,Single,Unknown,Blue,43,3,3,2,1790.0,1474,316.0,0.595,2128,40,0.429,0.823
5602,771733608,Attrited Customer,47,F,1,Graduate,Married,$40K - $60K,Blue,35,3,3,5,1438.3,0,1438.3,0.809,2276,40,0.538,0.0
5605,712849158,Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,44,4,3,3,19793.0,2488,17305.0,0.594,2186,44,0.467,0.126
5614,711535158,Attrited Customer,46,F,1,College,Unknown,Unknown,Blue,35,5,3,3,2197.0,461,1736.0,0.636,1955,42,0.448,0.21
5616,718311933,Attrited Customer,53,F,4,Doctorate,Married,Less than $40K,Blue,37,6,2,2,3719.0,2517,1202.0,0.666,2587,43,0.536,0.677
5617,718404783,Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49,5,2,4,6996.0,0,6996.0,0.871,2384,33,0.375,0.0
5618,817332483,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,6,4,3,7306.0,0,7306.0,0.875,2445,43,0.593,0.0
5619,710015733,Attrited Customer,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30,3,3,1,2029.0,621,1408.0,1.001,3142,37,0.85,0.306
5620,794965233,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Silver,45,6,3,3,13199.0,781,12418.0,0.411,1927,44,0.63,0.059
5625,720930633,Attrited Customer,58,F,0,High School,Single,Less than $40K,Blue,46,5,4,2,1977.0,0,1977.0,0.868,2341,37,0.37,0.0
5626,710136258,Attrited Customer,33,F,2,Graduate,Single,Less than $40K,Blue,24,6,2,3,1806.0,0,1806.0,0.983,2833,43,0.654,0.0
5632,822132858,Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,1,2,2,23250.0,0,23250.0,0.564,2205,43,0.654,0.0
5633,713526258,Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36,3,3,4,34516.0,0,34516.0,0.517,2020,33,0.375,0.0
5637,780584658,Attrited Customer,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,4,2,2,1843.0,1293,550.0,0.349,2077,61,0.694,0.702
5641,709612983,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,4,2990.0,1828,1162.0,0.488,2265,41,0.414,0.611
5648,709688883,Attrited Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,3845.0,0,3845.0,0.595,2174,39,0.393,0.0
5650,708692583,Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,31,3,3,3,1506.0,168,1338.0,0.671,2312,44,0.467,0.112
5652,713815383,Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36,3,2,2,11778.0,0,11778.0,0.603,2147,44,0.375,0.0
5656,717450633,Attrited Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,4,1659.0,1544,115.0,0.408,1920,39,0.345,0.931
5659,717646983,Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,49,4,3,4,3214.0,424,2790.0,0.877,2720,53,0.71,0.132
5660,778837083,Attrited Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,3,3,12906.0,321,12585.0,0.76,2078,62,0.55,0.025
5661,768632958,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49,3,4,6,8708.0,1091,7617.0,0.904,2508,49,0.885,0.125
5662,715622508,Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41,6,4,3,7904.0,0,7904.0,0.712,2094,32,0.231,0.0
5664,708946008,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,5,2,2,1438.3,1214,224.3,0.783,2445,39,0.444,0.844
5668,814840833,Attrited Customer,44,M,4,Doctorate,Married,$120K +,Blue,39,4,3,2,7924.0,2517,5407.0,0.663,2393,37,0.682,0.318
5671,712110333,Attrited Customer,37,F,3,High School,Single,Unknown,Blue,18,4,1,3,2179.0,0,2179.0,0.725,2568,48,0.297,0.0
5672,718673358,Attrited Customer,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,5,3,4,13590.0,1528,12062.0,0.728,2137,52,0.486,0.112
5673,712479633,Attrited Customer,31,F,1,Unknown,Single,Less than $40K,Blue,20,3,1,2,1695.0,0,1695.0,0.561,2428,43,0.593,0.0
5677,716643033,Attrited Customer,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,3,3,2580.0,2137,443.0,1.056,2981,40,0.481,0.828
5681,713573508,Attrited Customer,41,M,4,Graduate,Unknown,$40K - $60K,Silver,32,4,2,4,16509.0,425,16084.0,0.356,1740,43,0.387,0.026
5682,709430508,Attrited Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,1,2,3,7316.0,1335,5981.0,0.563,1849,50,0.471,0.182
5686,713314533,Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,27,6,2,3,12283.0,0,12283.0,0.413,1993,41,0.323,0.0
5692,713679633,Attrited Customer,41,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,5,1438.3,0,1438.3,0.305,1813,51,0.759,0.0
5694,814191333,Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50,5,4,3,24250.0,278,23972.0,0.647,2153,41,0.577,0.011
5711,755996583,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50,5,0,3,2475.0,0,2475.0,0.823,2574,43,0.654,0.0
